"text","label"
"고려대학교 임희석 교수 연구팀과 공동연구로 구축한 AI 대화 데이터 ‘FoCus Dataset(For Customized conversation dataset)’공개 (4/14)","1"
"터키 게임 개발사 Ace Games에 $ 25mn 규모 투자 결정 (11/21)","1"
"모바일 야구 게임 'MLB이닝스', 글로벌 누적 다운로드 6,000만 달성 (4/12)","1"
"자회사인 NaturalMotion 개발 'CSR Racing 2', Universal Pictures의 'Fast & Furious 9'와 콜라보레이션 발표 (3/3)","1"
"MMORPG ‘월드 오브 제노니아’, C2X 블록체인 생태계 합류 (12/8)","1"
"21년 10월 - 12월 실적 발표 (1/26)","1"
"매출액 또는 손익구조 30% 이상 변동 공시 발표 (2/24)","1"
"'쿠키런: 킹덤'이 미국 현지 애플 앱스토어 게임매출 순위 3위 달성 (10/11)","1"
"주주총회 소집 결의 (3/3)","1"
"NFT 사업 경쟁력을 강화하기 위해 NFT아트플랫폼 '서울옥션블루'와 '엑스바이블루에 약 80억원 지분투자 단행 및 NFT 업무협약 체결 (2/7)","1"
"'슈퍼 마리오' IP 영화화한 '슈퍼 마리오 브라더스', 미국 개봉 첫 주말 1억 4,600만 달러 넘는 매출 기록 (4/10)","1"
"PC/콘솔 FPS 'Call of Duty: Modern Warfare II' 출시 (10/28)","1"
"자사 P2E 게임 건쉽배틀: 크립토 컨플릭트' 에어드랍 이벤트 진행 (10/14)","1"
"삼성증권, 2022년 4Q 영업이익 컨센서스 하회할 것이라는 전망 나와, 5일 종가 전일대비 3.6% 하락(1/6)","1"
"if (Kakao) Dev 2022에서 10월 서비스 장애 방지 대책 발표 (12/7)","1"
"상장폐지사유 추가 우려, 관리종목 지정사유 추가 우려 및 상장적격성 실질심사 사유발생 우려 안내 (1/18)","1"
"4Q 실적발표 예고 (1/26)","1"
"주주총회 소집 공고 (2/27)","1"
"The Game Awards 2021에서 'PUBG' 무료 플레이로 전환 발표 (12/10)","1"
"'라그나로크' IP 활용한 '라그나로크 디 오케스트라 콘서트' 개최 (5/20)","1"
"2월 2일 대만에서 열리는 '2023 타이베이 게임쇼'에서 부스 운영할 한국게임산업협회에 후원 (1/30)","1"
"웹젠 노동조합이 게임업계 최초로 파업 돌입 준비 (4/10)","1"
"확률 모니터링 시스템 '넥슨 나우(NEXON NOW)' 구축, '메이플스토리'에 도입 (12/23)","1"
"3Q 실적 발표 예고 (10/10)","1"
"22년 1월 - 3월 실적 발표 (5/12)","1"
"PC 패키지 게임 ‘산나비’ 2차 비공개 테스트 시작 (1/18)","1"
"'던전앤파이터' IP 활용한 PC·콘솔용 격투 게임 'DNF Duel'의 닌텐도 스위치판 국내 및 글로벌 출시 (4/20)","1"
"넷마블에프앤씨, 비용 절감 위해 자회사 메타버스게임즈 흡수합병(1/25)","1"
"모바일 MMORPG '뮤: 아크엔젤 2' 구글 플레이 스토어 매출 순위 6위 기록 (9/24)","1"
"자기주식취득 결과보고 (10/28)","1"
"신작 MMORPG 'Throne and Liberty', 베타 테스트 시작 (5/24)","1"
"카카오의 디지털지갑 '클립'에 보관 중인 NFT 작품을 LG 스마트 TV에서 감상할 수 있도록 '드롭스 갤러리' 앱 출시 (2/21)","1"
"'Throne and Liberty' 베타 테스트 사전테스트 참가자들의 혹평으로 인해 CBT 시작 이후 주가 3일 동안 약 -16% 하락","1"
"'브라운더스트2', 글로벌 사전 체험 테스트 시작(1/10)","1"
"'에버소울' 글로벌 사전 예약자 100만 달성 (12/12)","1"
"최수연 대표이사 신규 선임으로 인한 대표이사 변경 (3/14)","1"
"'우마무스메 프리티 더비' 사전 예약 돌입 (4/26)","1"
"자회사 타이곤 모바일, P2E 모바일게임 '열혈강호 글로벌' 티저 페이지 오픈 (1/13)","1"
"엔씨소프트에게 저작권 침해로 소송 당해 주가 하락하였으나 대응방침을 밝히며 사업상 타격을 입을 가능성이 작다는 여론과 함께 주가 반등 (4/10)","1"
"전쟁 시뮬레이션 ‘킹 오브 파이터즈: 스트리트 워’의 타이틀명을 ‘킹 오브 파이터: 서바이벌 시티’로 변경 (10/25)","1"
"컴투버스, TG나래와 메타버스 사업 협력을 위한 업무협약(MOU) 체결(1/13)","1"
"MMORPG ‘이브 온라인’의 개발사인 CCP게임즈의 신작 블록체인 게임에 4,000만 달러 투자 단행 (3/28)","1"
"한중 외교갈등 심화 영향으로 12일 기준 전일 대비 종가 약 7% 하락 (6/12)","1"
"'미르M: 뱅가드 앤 배가본드' 글로벌 버전 동시 접속자 수 20만 명 돌파 (3/12)","1"
"배당정책에 따라 1주당 600원, 총 99억원 규모 현금 배당 결정 (2/8)","1"
"김범수 의장 정무위 국정감사 증인 채택 (9/16)","1"
"자사주 신탁계약기간 만료에 따른 해지결과 보고서 공시 (9/7)","1"
"신작 레스토랑 테마 모바일 퍼즐 게임 '샬롯의 테이블'의 글로벌 사전등록 (10/19)","1"
"유럽연합진행위원회(EC), 마이크로소프트의 액티비전 블리자드 합병 (687억 달러) 승인할 전망 (3/3)","1"
"네이버제트와 메타버스 합작회사 설립 추진 (4/17)","1"
"22년 주요 전략으로 블록체인 기술을 활용한 탈중앙화된 게임 제시 (1/3)","1"
"정기주주총회 소집결의 (10/12)","1"
"캐주얼 슈팅 게임 ‘골든 브로스(Golden Bros)’의 얼리 액세스(Early access) 일정과 신규 게임 소개 영상 공개 (4/12)","1"
"‘2022년 상위 매출 퍼블리셔 어워드(TPA 2022)’에서 10위 기록(data.ai(前 앱애니) 선정) (4/12)","1"
"신작 MMORPG '나이트 크로우' 구글 플레이 스토어 매출 순위 2위 기록 지속","1"
"3Q 실적 발표 예고 (10/11)","1"
"최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소로 관리종목 지정 해제 (3/23)","1"
"신작 MMORPG '아레스 : 라이즈 오브 가디언즈' 사전등록 인원 100만 명 기록 (6/5)","1"
"네이버클라우드, 국내 클라우드 기업 최초로 'APEC CBPR' 취득 (1/26)","1"
"자회사 컴투스플랫폼, 대원미디어와 NFT 사업 추진 위한 업무 협약 (4/10)","1"
"종속회사 카카오페이 11월 3일 유가증권시장 상장 (11/2)","1"
"'캡콤 쇼케이스 2023' 통해 게임 업데이트 및 신작 공개 (6/14)","1"
"김남국 의원의 가상자산 보유 의혹에 위믹스 투자자들, 장현국 대표 고소 (5/14)","1"
"‘컴투스프로야구’, ‘MLB9이닝스’ 등 야구 게임 4월 매출 130억원 기록 (5/9)","1"
"자체 블록채엔 생태계 '마브렉스' 활성화를 위해 탈중화거래소(DEX)를 오는 26일 오픈 예정 (4/20)","1"
"감사보고서 제출 (3/18)","1"
"3월 29일 오전 9시 정기주주총회 소집 결의 (3/10)","1"
"4Q 실적 발표 (2/16)","1"
"사우디아라비아 투자부와 MOU 체결 (4/25)","1"
"위메이드트리와 블록체인 기반 게임 '열혈강호 for WEMIX' 글로벌 퍼블리싱 계약 체결 (10/1)","1"
"애니메이션 스튜디오 ‘밀리언볼트’에 약 94억원 규모의 지분투자 단행 (5/3)","1"
"핵심 종속회사 더블다운인터액티브에 대한 지배력 강화 목적으로 679억원 규모 지분 추가 취득 (10/6)","1"
"신한투자증권, 칼리스토 프로토콜 신작의 기대 이하 성과와 23년 대형 신작 부재로 크래프톤 목표주가를 32만원엔서 21만원으로 하향 조정 (12/21)","1"
"독립 스튜디오 라이징윙스의 모바일 실시간전략게임 신작  ‘디펜스 더비’, 얼리 액세스 테스트 시작 (4/27)","1"
"1Q 실적 발표 (5/24)","1"
"$ 1bn 규모 회사채 발행 (10/25)","1"
"1Q 실적 발표 (5/11)","1"
"모바일 게임 개발사 '스카이워크'와 모바일 게임 'WITH: Whale In The High'의 글로벌 서비스 퍼블리싱 계약 체결 (1/27)","1"
"주가안정 도모 및 주주가치 제고 목적으로 자기주식 118억원 규모의 자기주식 38만주 취득 결정 (5/11)","1"
"Sega NFT, Sega Classics NFT Collection 등 상표 출원 (1/14)","1"
"중국 중전열중문화발전과 '미르의 전설2'의 NFT 상품 제휴 진행 계획 공개(1/4)","1"
"액션 게임 전문 개발사 락스퀘어와 업무협약(MOU)체결 및 락스퀘어 게임 위믹스 온보딩 (12/20)","1"
"야구 게임 신작 'MLB 9이닝스 라이벌' 7월 출시 예고 (5/18)","1"
"주주가치 제고 목적 500억원 규모 자기주식취득 신탁계약 체결 결정 (2/9)","1"
"브라운더스트2, 글로벌 쇼케이스 예고 (5/4)","1"
"컴투버스, 대원미디어와 메타버스 기반 콘텐츠 사업 협력 MOU 체결 (11/17)","1"
"하나금융그룹의 IT 전문기업 '하나금융TI'와 블록체인 기술 협력 위한 MOU 체결 (4/18)","1"
"모바일 신작 MMORPG ‘프라시아 전기’ 사전다운로드 1위 기록 (3/29)","1"
"주주가치 제고를 위한 자기주식 소각 결정 (2/24)","1"
"미국 시장에서 신규게임 '빙고캐시아웃' 베타 테스트 시작 (6/5)","1"
"모바일·PC MMORPG '히트2', 대만·홍콩·마카오 지역 출시 (5/23)","1"
"4Q 및 연간 실적 발표 예고 (2/4)","1"
"AI 게임 제작 도구 출시 (3/21)","1"
"'위믹스 플레이', 15일 3.0 버전으로 리뉴얼 예정 (3/12)","1"
"IBK, 현대차 증권사에서 3분기 실적 전망치와 목표주가 하향 조정 리포트 발간하면서 주가 하락","1"
"네오위즈 공동대표, 2일부터 5일까지 '대만 게임쇼(TGS)' 참가 (2/3)","1"
"텐센트 산하 'WeDoctor'가 오는 4월 말까지 미국이나 홍콩 증시에 기업공개(IPO)신청서 제출할 계획 발표(1/9)","1"
"'블루아카이브', 일본 코믹마켓 참가 게임 1위 등극 (6/15)","1"
"3월 31일 오전 8시 정기주주총회 소집결의 (3/16)","1"
"최충규 사외이사 재선임에 따른 사외이사 구성 변경 공시 (3/29)","1"
"‘네오핀 토큰’, 글로벌 대형 거래소 ‘후오비 글로벌’ 상장 (4/14)","1"
"영국 디지털 은행 Monzo 지분 $ 4.5bn 규모 인수 (12/31)","1"
"이용자 수 기대감 하회에 따른 주가 하락","1"
"신규 프로젝트 6종 공개 (10/4)","1"
"세계 최초 샤딩 기술 활용 EVM 기반 메인넷 '샤디움'에 전략적 투자 (10/19)","1"
"장현국 대표, 빗썸 이사회 합류 (10/20)","1"
"자회사 컴투스플랫폼, 트래블룰 합작법인 코드(CODE) 시스템 구축 참여 발표 (1/7)","1"
"자회사 카카오엔터테인먼트, 과학기술정보통신부에서 정보보호 공시 의무 대상으로 지정 (4/23)","1"
"방치형 RPG '블레이드키우기' 글로벌 서비스 정식 출시 (2/23)","1"
"1Q 실적 발표 예고 (4/20)","1"
"정기주주총회 결과 (3/30)","1"
"22년 7월 - 9월 실적 발표 (10/26)","1"
"주주총회 소집 결의 (3/8)","1"
"MMORPG ‘오딘: 발할라라이징’이 최근 적용 업데이트 효과로 국내 구글 플레이 매출 1위 재등극 (5/1)","1"
"사내 성추행 및 차별 대우에 관해 SEC 조사 착수 (9/20)","1"
"모바일 게임 '골프스타' IP 활용 블록체인 게임 'C2X' 플랫폼에 탑재 (12/20)","1"
"NFT 활용 게임 라그나로크 라비린스의 NFT 사전 예약 시작 (3/17)","1"
"사명 변경에 따른 임시주주총회소집 결의 (10/15)","1"
"최대주주인 송병준 의장 10억 규모 지분 장내 매수 (9/2)","1"
"네이버 노사, 2022년 연봉 재원 10% 인상 잠정합의 (4/3)","1"
"23년 1월 - 3월 (4Q) 실적 발표 (5/12)","1"
"지난주 '마이쿠키런' 소속 직원 전체 해고 넘어 쿠키런 IP 자회사들 구조조정 (2/6)","1"
"23년 1월 - 3월 (4Q) 실적 발표 (5/11)","1"
"퍼블리싱 게임사 레드폭스게임즈와 위믹스 온보딩 협업을 위한 업무협약 체결 (1/14)","1"
"임직원 278명에게 행사가 59,500원에 257,600주의 주식매수선택권 부여 (3/29)","1"
"블록체인 메인넷 ‘위믹스3.0’ 론칭 (10/20)","1"
"자회사 타이곤모바일이 P2E 게임 '열혈강호 글로벌', 위메이드 위믹스 플랫폼에 온보딩 후 글로벌 사전 예약 시작 (3/7)","1"
"'지스타(G-Star) 2021' 국제 게임 컨퍼런스에서 'P의 거짓' 소개 및 개발스토리 강연 (11/16)","1"
"MMORPG 신작 '쓰론 앤 리버티', 베타 테스트 참가자 모집 시작 (5/2)","1"
"3Q 실적 발표 예고 (10/18)","1"
"최대규모의 탈중앙화 게임 길드인 'YGG(Yield Guild Games)'의 중남미 지역 파트너 '올라GG(Ola gg)'에 투자 실시 (4/29)","1"
"‘넷마블 투게더 위드 프레스(NTP)’ 1월 27일 개최 확정 (1/18)","1"
"임시주주총회에서 Microsoft와의 흡수합병 가결 (4/28)","1"
"신작 모바일 방치형 RPG ‘별빛기사(가제)’를 하반기 출시 예고 (5/18)","1"
"4Q 실적 발표 (1/27)","1"
"자회사 엔플라이스스튜디오 흡수 합병(1/16)","1"
"‘고양이와 스프 - 넷플릭스 에디션’ 공식 출시, 넷플릭스 입점 완료 (11/30)","1"
"170억 원 규모의 스톡옵션 부여 결정 (6/14)","1"
"엔터 플랫폼 시장에서 성장 가속화를 위해 위버스컴퍼니에 4,118억원 현금 투자 및 유상증자 참여 (1/27)","1"
"4Q 실적발표(2/9)","1"
"중국에서 판호를 받은 '이터널 리턴 인피니트' 출시와 관련된 정보를 공개하며 주가 상승 (10/13)","1"
"자회사 메타버스월드의 메타버스 플랫폼 '그랜드크로스 : 메타월드' 티저 영상 공개 (12/19)","1"
"신작 <나이트 크로우> ‘Dev TALK, 아트 디렉터를 만나다’ 영상 공개 (2/27)","1"
"MMORPG 신작 'TL' 파이널 테스터 모집 시작 (1/26)","1"
"벤큐 코리아와 '카카오 배틀그라운드' 관련 마케팅 업무 협약 체결 (4/5)","1"
"주요주주 엔에이치엔(주) 지분 매도 약 5% (9.9% > 4.9%)","1"
"'P의 거짓', 일본 액션 RPG '와룡:폴른 다이너스티'와 콜라보 예고 (6/19)","1"
"모바일 MMORPG '세븐나이츠 레볼루션(개발사 넷마블넥서스)'의 구글플레이와 공식사이트 사전등록 시작 (12/8)","1"
"신규 IP 개발 과정을 공개하는 오픈형 R&D로 전환 (3/6)","1"
"정기주주총회 결과 (3/28)","1"
"서비스 장애 재발 방지 재차 약속하며 이모티콘 등 보상(1/4)","1"
"넷마블 F&C의 기술과 카카오엔터테인먼트의 감성 합친 걸그룹 '메이브' 정식 론칭(1/9)","1"
"블록체인 기술 자회사 그라운드X, NFT기술 활용 디지털 자산화 사업 실물경제(데이터, 부동산 등)로의 확장 계획 발표 (12/24)","1"
"'아키에이지 워' 사전예약 200만 명 돌파 (3/10)","1"
"임직원 상여 목적 약 35억 규모 자기주식 처분 결정(12/15)","1"
"2022년 최대 수익 올린 모바일 게임 중 하나인 'Honor of Kings' 브라질에 출시 (3/9)","1"
"중국 정부의 규제 정책 등에 따라 스튜디오 및 프로젝트 축소 (9/14)","1"
"자회사 넷마블에프앤씨, 블록체인 기반 게임 개발사 아이텀게임즈 약 38만 주(지분율 90%)를 76억 5000만원에 인수 (1/12)","1"
"'퍼스트 디센던트'의 스팀 글로벌 베타 테스트 진행 (10/17)","1"
"지창훈 사외이사 신규 선임에 따른 사외이사 구성 변경 공시 (3/31)","1"
"지분율 10% 보유한 회사 내부 관계자인 2대 주주의 자사주 약 7,880만 주(약 6억 2500만 달러) 매각 예정 소식에 4월 28일 기준 종가 8.9% 하락 (5/1)","1"
"21년 10월 - 12월 실적 발표 (2/4)","1"
"계열회사 카카오엔터테인먼트, 그라운드X 통해 웹툰 나 혼자만 레벨업 NFT 발행 (1/7)","1"
"21년 10월 - 12월 실적 발표 예고 (1/6)","1"
"글로벌 메타버스 플랫폼 '더 샌드박스'와 자체 IP 기반 메타버스 콘텐츠 확장 위한 전략적 파트너십 체결 (4/11)","1"
"다올, 유진, 대신증권에서 3분기 실적 전망치와 목표주가 하향 조정 리포트 발간하면서 주가 하락","1"
"'엘든 링'의 첫번째 DLC인 'Shadow of the Erdtree' 개발 공식 발표 (3/1)","1"
"4Q 실적 발표 일정 공개 (2/7)","1"
"중국 당국이 당분간 신규게임 판호를 발급 잠정 중단 및 미성년자 게임 규제 강화로 주가 약 8% 이상 폭락 (9/10)","1"
"3월 28일 오전 9시 정기주주총회 소집 결의 (2/25)","1"
"열혈강호 글로벌 동시접속 50만명 돌파 및 서버 100개 확보 (4/8)","1"
"자회사인 위메이드트리와 합병 결정 (10/25)","1"
"정기주주총회 결과 (3/27)","1"
"차량 공유 기업 휴맥스모빌리티에 200억 규모 지분 투자(12/10)","1"
"1주당 501원으로 총 748억원의 현금 배당 결정 (1/27)","1"
"주가 안정 및 주주가치 제고 목적으로 자기주식 약 100억원 규모의 57만주 취득 결정 (3/8)","1"
"21년 7월 - 9월 실적 발표 (11/8)","1"
"'아이돌리 프라이드' 1주년 기념 오프라인 행사 진행 (4/29)","1"
"글로벌 ESG 평가에서 2년 연속 최고 등급 획득(12/30)","1"
"'chatGPT'와 유사한 기능의 챗봇인 'Ernie Bot'에 대한 관심 높아지며 주가 상승 (3/2)","1"
"로블록스 화폐 'Robux' 대리 구매 사기 건으로 7만 건 계정 정지 사태 발생 (1/9)","1"
"‘워킹데드: 올스타즈’ 국내 출시 앞두고 구글·애플 사전예약 진행 (5/6)","1"
"4Q 실적 발표 예고 (1/5)","1"
"PC 슈팅 게임 ‘베일드 엑스퍼트’의 글로벌 얼리 액세스 시작 (5/4)","1"
"관계사 LINE의 자회사 라인테크 플러스의 일본 제페토 월드 공식맵 이미지 12종 NFT 발행 (11/26)","1"
"자회사 라인 넥스트에서 개발 중인 글로벌 NFT 플랫폼 '도시(DOSI)'에 네이버 기술 및 콘텐츠 협업 모색 (3/17)","1"
"PC온라인게임 '엘리온'의 2022년 개발 로드맵 영상 공개 (3/22)","1"
"블록체인 메인넷 '미버스'의 게임 포털 '미버스게임즈' 글로벌 론칭 (3/23)","1"
"계열사 라인게임즈가 기업공개 주관사 선정 및 상장 준비 돌입 (12/22)","1"
"4Q 및 22년 회계연도 실적 발표 일정 예고(1/18)","1"
"5월 12일에 1Q22 결산 실적 공시 예고 (4/28)","1"
"미국의 '어벤져스' 영화제작사 AGBO의 지분인수로 최대 주주(지분율 49.21%) 등극 (11/20)","1"
"22년 상반기 동남아에 NFT와 P2E 시스템 도입한 ‘더 라비린스 오브 라그나로크’와 ‘라그나로크: 포링 머지’ 정식 론칭 준비 발표 (2/15)","1"
"약 103억 규모 자기주식 취득 결정 (9/15)","1"
"자진상장폐지 신청에 따라 주권매매거래정지 (4/14)","1"
"패션브랜드 Ralph Lauren, Roblox 플랫폼에 'The Ralph Lauren Winter Escape' 독점 출시 (12/8)","1"
"사업확장 및 시장 경쟁력 강화 목적으로 네오위즈 손자회사 'G.O.P' 100억에 지분 100% 인수 (2/2)","1"
"수집형 RPG, ‘워킹데드: 올스타즈’의 국내 출시를 앞두고 사전예약 공식 페이지 오픈 (5/23)","1"
"일본법인 카카오 픽코마를 통해 일본 암호자산 거래소 '사쿠라 익스체인지 비트코인' 인수 및","1"
"네오위즈랩 팬덤 플랫폼 ‘팹(Fab)'공개, 첫 아티스트 ‘이달의 소녀’ (1/25)","1"
"미국 AR 메타버스 기업 Jadu에 전략적 투자 단행 (5/26)","1"
"리듬게임 신작 'Samba de Amigo' 공개 (2/8)","1"
"가상자산 미버스(MEV)가 글로벌 가상자산 거래소 MEXC에 31일 오후 5시 상장 (3/31)","1"
"21년 10월 - 12월 실적 발표 (2/10)","1"
"디지털 광고 에이전시 '리메이크디지털' 인수 (4/4)","1"
"3Q 실적 발표 (11/11)","1"
"경영 환경 개선 및 업무 효율성 제고 목적으로 사옥 이전하여 본점 소재지 변경 (2/28)","1"
"'디제이맥스 리스펙트 V', 400만 다운로드 돌파 (2/21)","1"
"야구게임 '컴투스프로야구' 3종, '요기요'와 제휴 프로모션 진행 (4/5)","1"
"'김남국 코인 논란' 관련 '입법로비설' 제기한 위정현 게임학회장 명예훼손 혐의로 고소 (5/17)","1"
"22년 10월 - 12월 실적 발표 (1/30)","1"
"XPLA, 글로벌 가상자산 거래소 '비트마트'에 상장 (3/7)","1"
"3월 19일 '가디언 테일즈' 이용자 간담회 개최하여 업데이트 콘텐츠 소개, 현장 이벤트, 질의응답 등 진행  (3/21)","1"
"모바일 게임 ‘고양이와 스프’, 글로벌 다운로드 2,000만 돌파 (5/23)","1"
"올엠의 PC게임 '크리티카' IP 인수 소식과 네오위즈 투자유치 건으로 18일 기준 전거래일 대비 종가 약 28%상승(1/18)","1"
"정기주주총회 결과 (3/29)","1"
"22년 7월 - 9월 실적 발표 (11/11)","1"
"'디아블로4'의 개발자 라이브스트림 진행과 오픈베타 세부 내용 공개 (3/2)","1"
"가상자산 플랫폼 전문기업 제나애드 개발부서 인원 편입 및 게임제작본부 개편 (11/24)","1"
"박관호 위메이드 창업자 겸 이사회 의장, 약 300억 원의 사재로 위믹스 매입 계획 발표 (1/26)","1"
"감사보고서 제출 (3/20)","1"
"미국법인인 Nexon America, 인게임 아이템 가상자산(비트코인, 이더리움 등) 결제 서비스 지원 (12/15)","1"
"DAO & NFT 플랫폼 나일을 통해 국내 최초의 미술품 수집과 투자를 위한 탈중앙화 자율조직 ‘ARTEUM DAO(아티움 다오)’ 출범 (11/3)","1"
"20년 8월 - 21년 7월 연간 손익구조 변동공시 (10/12)","1"
"스웨덴 게임 개발사 Embracer Group에 퍼블리싱 사업부문 총 $ 125mn에 매각 (12/21)","1"
"신작 '나이트 크로우' 4월 27일 정식 서비스 개시 및 사전예약자 100만 돌파 (3/30)","1"
"3Q 실적 발표 예고 (10/28)","1"
"SM엔터테인먼트 공개매수를 통해 전체 지분율의 39.91% 매입 (3/27)","1"
"뉴스테이트 모바일, 호러 게임 ‘DEAD BY DAYLIGHT’와 컬래버레이션 (10/21)","1"
"종속회사인 kaKao Games Europ B. V. 의 주식회사 라이온하트스튜디오 지분 취득 결정 (11/1)","1"
"4Q 실적 발표 예고 (1/16)","1"
"캐나다 1인 개발사 코스모 가또(Cosmo Gatto)의 캐주얼 힐링 어드벤처 게임 ‘아카(Aka)’의 퍼블리싱 계약 체결 (4/27)","1"
"이사 및 감사 67인에게 행사가격 1만 8200원으로 총 12만주 스톡옵션 부여 (3/3)","1"
"데이터커머스 기업 넥스트플레이어의 지분을 포괄적주식교환 방식으로 매수하여 자회사 편입 추진 (5/9)","1"
"'1015 피해지원 협의체'에서 수립한 SK C&C 데이터센터 화재에 따른 서비스 장애 피해 지원 계획 발표(12/29)","1"
"3Q 실적 발표 예고 (10/14)","1"
"3월 25일 오전 9시 정기주주총회 소집 결의 (2/15)","1"
"원더포션이 개발 중인 PC 게임 ‘산나비(SANABI)’, 스팀(Steam)에서 프롤로그 버전 공개 (3/4)","1"
"자사 연구소가 개발 중인 동물 애니메이팅 툴 '주 빌더(ZOO Builder)' 소개 및 시연 영상 공개 (3/22)","1"
"임직원 3,111명에게 행사가 101,220원에 575,300주의 주식매수선택권 부여 (3/29)","1"
"블록체인 기술 기업 '제로엑스앤드', 그라비티 IP 활용 NFT 게임 '라그나로크: 몬스터월드' 개발 착수 (6/14)","1"
"카카오페이 류영준 대표, 카카오페이 블록딜 사건으로 카카오 신임 대표 후보 자진 사퇴 (1/10)","1"
"22년 7월 - 9월 실적 발표 (11/7)","1"
"모바일 MMORPG '미르M: 뱅가드 앤 배가본드'가 PC용 게임앱 '구글 플레이 게임즈'에서 서비스 개시 (10/20)","1"
"2021년 연간 실적 발표 (3/29)","1"
"오픈형 R&D '엔씽' 통해 신작 난투형 대전 액션 '배틀 크러쉬' 게임 플레이 트레일러 공개 (2/28)","1"
"PC 게임 ‘아카’, 스팀 넥스트 페스트 2022 참가 (10/4)","1"
"블록체인 기반 글로벌 이스포츠 서비스 ‘COMPETZ(컴피츠)’에 ‘솔리테어(Solitaire·카드게임) for COMPETZ’의 마켓 사전예약 시작 (5/16)","1"
"자회사 위지윅스튜디오와 함께 연예 기획사  '아티스트컴퍼니·아티스트스튜디오' 경영권을 1,050억원에 인수 (12/22)","1"
"154억 원 규모의 현금배당 결정","1"
"21년 7월 - 9월 실적 발표  (11/4)","1"
"블록체인 자회사 크러스트, 블록체인 게임 프로젝트 클레이시티(KlayCity)에 투자 진행 (12/20)","1"
"‘2022년 상위 퍼블리셔 어워드(TPA 2022)’ 51위 등극 및 국내 퍼블리셔 중 4위 기록(data.ai(前 앱애니) 선정) (4/12)","1"
"중장기 3개년 주주환원정책 발표 (2/11)","1"
"'라그나로크 오리진' 북미 지역 CBT 27일까지 진행 예정 (9/24)","1"
"이전 자회사인 Sogou 지분 Tencent에 매각 완료 발표 (9/23)","1"
"국세청의 카카오 주요계열사 특별 세무조사 실시 소식에 주가 약세 (11/25)","1"
"(주)액션스퀘어 제3자배정 유상증자 300억원 중 80억원 투자 참여 (11/5)","1"
"자회사 넷마블F&C, '메타버스월드'설립 1년 만에 조직개편(1/6)","1"
"21년 7월 - 9월 실적 발표 (11/3)","1"
"PC용 MMORPG(대규모 다중 접속 역할 수행 게임) '뮤 온라인'의 '시즌17-2 업데이트'를 앞두고 사전 예약 이벤트 진행 (4/8)","1"
"자체 개발 신작 '포커 타워 디펜스' 구글플레이, 애플 앱스토어에 출시 (1/11)","1"
"네오위즈홀딩스, 尹순방 경제사절단에 유일한 블록체인 중견기업으로 선정(1/10)","1"
"현대차증권, 올해 실적 전망치 및 밸류에이션 멀티플 하향으로 목표주가를 9만 6천원으로 종전 대비 20% 하향 조정 (4/10)","1"
"두 번째 ESG 보고서 ‘2021 카카오의 약속과 책임’ 발간 (5/16)","1"
"이승원 대표집행임원 사임에 따라 도기욱 대표집행임원 신규선임 (2/9)","1"
"'애니팡' 지식재산권(IP) 기반의 대체불가토큰(NFT) 멤버십 '애니팡 클럽' 사업을 전담하는 자회사 플레이메타체인 출범 (10/28)","1"
"$ 2.7bn 규모 회사채 발행 발표 (4/7)","1"
"신작 MMORPG '아레스: 라이즈 오브 가디언즈' 스토리 및 월드 정보 공개 (6/9)","1"
"싱가포르 블록체인 개발사 Haderech Ptd. Ltd., 국내 가상인간 전문 개발사 페르소나스페이스에 각각 10억, 10억 680만원 투자 (1/3)","1"
"자회사 넷마블에프앤씨가 유니티코리아와 게임콘텐츠 및 메타버스 플랫폼 사업에 대한 전략적 파트너십 체결 (3/21)","1"
"자체 암호화폐 '위믹스'를 바탕으로 한 스테이킹 서비스 '스테이크360' 오는 7월 출시 예고 (5/19)","1"
"위메이드 '미르의 전설2' 각색권 수권 행위 금지 소송 1심 판결에 항소(1/9)","1"
"지스타에서 신작게임 13종 출품 발표 (11/11)","1"
"Paramount Pictures와 'Sonic the Hedgehog' 세 번째 영화 제작, Paramount+와 'Live-action Sonic Series' 제작 발표 (2/16)","1"
"백상훈 사외이사 재선임 및 정교화 사외이사 신규 선임에 따른 사외이사 구성  변경 공시 (3/30)","1"
"타법인 주식 및 출자증권 양수결정 철회 (9/28)","1"
"신한투자증권, 경기침체로 광고 및 커머스의 성장 둔화와 북미 중고거래 플랫폼 포시마크의 적자로 목표주가 4% 하향 조정 (4/25)","1"
"경영 효율화를 위해 직원의 6% 해고 및 사무실 공간 축소 등의 구조조정 발표 (3/29)","1"
"미국 게임임 개발자 컨퍼런스 GDC(Game Developers Conference)에 가장 높은 스폰서 등급으로 참가하여 위믹스 사업 논의 예정 (2/14)","1"
"1Q 실적 발표 (5/26)","1"
"소액주주(지분율 0.0574%)의 회계 장부 등 열람 허용 가처분 소송 신청취하 (1/12)","1"
"스포츠·피트니스 AI 스타트업 '스포츠박스 AI'에 전략적 투자 단행 (3/7)","1"
"2021년 취득한 300억 원 규모의 비덴트 전환사채 처분 (4/26)","1"
"1Q 실적 발표 예고","1"
"신작 PC 게임 ‘디스테라(Dysterra)’를 스팀에 얼리 액세스 출시 (11/24)","1"
